"species","family","genus","garden","pres"
"Dendrobium nobile","Orchidaceae","Dendrobium","ne",1
"Eria hyacinthoides","Orchidaceae","Eria","ne",1
"Hedychium coccineum","Zingiberaceae","Hedychium","ne",1
"Cymbopogon citratus","Poaceae","Cymbopogon","ne",1
"Phyla scaberrima","Verbenaceae","Phyla","ne",1
"Tradescantia cerinthoides","Commelinaceae","Tradescantia","ne",1
"Campanula thyrsoides","Campanulaceae","Campanula","ne",1
"Campanula thyrsoides","Campanulaceae","Campanula","ne",1
"Peperomia argyreia","Piperaceae","Peperomia","ne",1
"Pilea cadierei","Urticaceae","Pilea","ne",1
"Gibasis geniculata","Commelinaceae","Gibasis","ne",1
"Dendrobium pierardii","Orchidaceae","Dendrobium","ne",1
"Maxillariella tenuifolia","Orchidaceae","Maxillariella","ne",1
"Dendrobium kingianum","Orchidaceae","Dendrobium","ne",1
"Dendrobium plicatile","Orchidaceae","Dendrobium","ne",1
"Phalaenopsis luddemanniana","Orchidaceae","Phalaenopsis","ne",1
"Dendrobium speciosum","Orchidaceae","Dendrobium","ne",1
"Coelogyne cristata","Orchidaceae","Coelogyne","ne",1
"Octomeria grandiflora","Orchidaceae","Octomeria","ne",1
"Cuitlauzina pulchella","Orchidaceae","Cuitlauzina","ne",1
"Arachis hypogaea","Fabaceae","Arachis","ne",1
"Passiflora adenopoda","Passifloraceae","Passiflora","ne",1
"Catopsis morreniana","Bromeliaceae","Catopsis","ne",1
"Kalanchoe tomentosa","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe manginii","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe uniflora","Crassulaceae","Kalanchoe","ne",1
"Aloe ibitiensis","Asphodelaceae","Aloe","ne",1
"Begonia coursii","Begoniaceae","Begonia","ne",1
"Dauphinea brevilabra","Lamiaceae","Dauphinea","ne",1
"Kalanchoe prolifera","Crassulaceae","Kalanchoe","ne",1
"Aloe deltoideodonta","Asphodelaceae","Aloe","ne",1
"Aloe deltoideodonta","Asphodelaceae","Aloe","ne",1
"Cymbidium aloifolium","Orchidaceae","Cymbidium","ne",1
"Caucaea phalaenopsis","Orchidaceae","Caucaea","ne",1
"Dendrobium NA","Orchidaceae","Dendrobium","ne",1
"Euphorbia fianarantsoae","Euphorbiaceae","Euphorbia","ne",1
"Euphorbia milii","Euphorbiaceae","Euphorbia","ne",1
"Euphorbia alluaudii","Euphorbiaceae","Euphorbia","ne",1
"Euphorbia milii","Euphorbiaceae","Euphorbia","ne",1
"Kalanchoe streptantha","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe NA","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe ×lokarana","Crassulaceae","Kalanchoe","ne",1
"Jatropha mahafalensis","Euphorbiaceae","Jatropha","ne",1
"Kalanchoe NA","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe campanulata","Crassulaceae","Kalanchoe","ne",1
"Aloe rauhii","Asphodelaceae","Aloe","ne",1
"Senecio decaryi","Asteraceae","Senecio","ne",1
"Aloe parvula","Asphodelaceae","Aloe","ne",1
"Aloe cyrtophylla","Asphodelaceae","Aloe","ne",1
"Dionaea muscipula","Droseraceae","Dionaea","ne",1
"Drosera capensis","Droseraceae","Drosera","ne",1
"Drosera binata","Droseraceae","Drosera","ne",1
"Pinguicula gigantea","Lentibulariaceae","Pinguicula","ne",1
"Pinguicula esseriana","Lentibulariaceae","Pinguicula","ne",1
"Drosera binata","Droseraceae","Drosera","ne",1
"Sarracenia leucophylla","Sarraceniaceae","Sarracenia","ne",1
"Sarracenia oreophila","Sarraceniaceae","Sarracenia","ne",1
"Sarracenia purpurea","Sarraceniaceae","Sarracenia","ne",1
"Moricandia moricandioides","Brassicaceae","Moricandia","ne",1
"Moricandia moricandioides","Brassicaceae","Moricandia","ne",1
"Aloe roeoeslii","Asphodelaceae","Aloe","ne",1
"Tribulus terrestris","Zygophyllaceae","Tribulus","ne",1
"Scabiosa atropurpurea","Caprifoliaceae","Scabiosa","ne",1
"Lomelosia cretica","Caprifoliaceae","Lomelosia","ne",1
"NA refracta",NA,NA,"ne",1
"Conium maculatum","Apiaceae","Conium","ne",1
"Ballota nigra","Lamiaceae","Ballota","ne",1
"Aruncus dioicus","Rosaceae","Aruncus","ne",1
"NA sediforme",NA,NA,"ne",1
"NA sediforme",NA,NA,"ne",1
"NA sediforme",NA,NA,"ne",1
"Euphorbia characias","Euphorbiaceae","Euphorbia","ne",1
"Convolvulus cantabrica","Convolvulaceae","Convolvulus","ne",1
"Asteriscus maritimus","Asteraceae","Asteriscus","ne",1
"Ptilostemon casabonae","Asteraceae","Ptilostemon","ne",1
"Allium aflatunense","Amaryllidaceae","Allium","ne",1
"Allium aflatunense","Amaryllidaceae","Allium","ne",1
"Crocus flavus","Iridaceae","Crocus","ne",1
"Crocus tommasinianus","Iridaceae","Crocus","ne",1
"Erythronium NA","Liliaceae","Erythronium","ne",1
"Fritillaria meleagris","Liliaceae","Fritillaria","ne",1
"Leucojum aestivum","Amaryllidaceae","Leucojum","ne",1
"Muscari armeniacum","Asparagaceae","Muscari","ne",1
"Ornithogalum balansae","Asparagaceae","Ornithogalum","ne",1
"Scilla forbesii","Asparagaceae","Scilla","ne",1
"Carum carvi","Apiaceae","Carum","ne",1
"Pimpinella anisum","Apiaceae","Pimpinella","ne",1
"Matricaria chamomilla","Asteraceae","Matricaria","ne",1
"Satureja montana","Lamiaceae","Satureja","ne",1
"Coriandrum sativum","Apiaceae","Coriandrum","ne",1
"Origanum majorana","Lamiaceae","Origanum","ne",1
"Cnicus benedictus","Asteraceae","Cnicus","ne",1
"Cannabis sativa","Cannabaceae","Cannabis","ne",1
"Centaurea cyanus","Asteraceae","Centaurea","ne",1
"Humulus lupulus","Cannabaceae","Humulus","ne",1
"Antirrhinum majus","Plantaginaceae","Antirrhinum","ne",1
"Antirrhinum hispanicum","Plantaginaceae","Antirrhinum","ne",1
"Lomelosia cretica","Caprifoliaceae","Lomelosia","ne",1
"Zingiber officinale","Zingiberaceae","Zingiber","ne",1
"Tradescantia sillamontana","Commelinaceae","Tradescantia","ne",1
"Pseuderanthemum alatum","Acanthaceae","Pseuderanthemum","ne",1
"Hibiscus sabdariffa","Malvaceae","Hibiscus","ne",1
"Canna indica","Cannaceae","Canna","ne",1
"Gossypium hirsutum","Malvaceae","Gossypium","ne",1
"Mimosa polycarpa","Fabaceae","Mimosa","ne",1
"Pittosporum tobira","Pittosporaceae","Pittosporum","ne",1
"Canna tuerckheimii","Cannaceae","Canna","ne",1
"Canna tuerckheimii","Cannaceae","Canna","ne",1
"Acacia decora","Fabaceae","Acacia","ne",1
"Heliotropium NA","Boraginaceae","Heliotropium","ne",1
"Hibiscus heterophyllus","Malvaceae","Hibiscus","ne",1
"Hardenbergia violacea","Fabaceae","Hardenbergia","ne",1
"Santolina pinnata","Asteraceae","Santolina","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Santolina benthamiana","Asteraceae","Santolina","ne",1
"Ampelodesmos mauritanicus","Poaceae","Ampelodesmos","ne",1
"Ampelodesmos mauritanicus","Poaceae","Ampelodesmos","ne",1
"Bupleurum fruticosum","Apiaceae","Bupleurum","ne",1
"Bupleurum fruticosum","Apiaceae","Bupleurum","ne",1
"Cistus ladanifer","Cistaceae","Cistus","ne",1
"Cistus ladanifer","Cistaceae","Cistus","ne",1
"Coronilla valentina","Fabaceae","Coronilla","ne",1
"Coronilla valentina","Fabaceae","Coronilla","ne",1
"Coronilla valentina","Fabaceae","Coronilla","ne",1
"Crithmum maritimum","Apiaceae","Crithmum","ne",1
"Euphorbia characias","Euphorbiaceae","Euphorbia","ne",1
"Euphorbia characias","Euphorbiaceae","Euphorbia","ne",1
"Euphorbia characias","Euphorbiaceae","Euphorbia","ne",1
"Phlomis lychnitis","Lamiaceae","Phlomis","ne",1
"Phlomis purpurea","Lamiaceae","Phlomis","ne",1
"Phlomis purpurea","Lamiaceae","Phlomis","ne",1
"Bituminaria bituminosa","Fabaceae","Bituminaria","ne",1
"Bituminaria bituminosa","Fabaceae","Bituminaria","ne",1
"Santolina rosmarinifolia","Asteraceae","Santolina","ne",1
"Stipa gigantea","Poaceae","Stipa","ne",1
"Stipa tenacissima","Poaceae","Stipa","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Phlomis lychnitis","Lamiaceae","Phlomis","ne",1
"Lonicera implexa","Caprifoliaceae","Lonicera","ne",1
"Thymus capitatus","Lamiaceae","Thymus","ne",1
"Thymus capitatus","Lamiaceae","Thymus","ne",1
"Thymus capitatus","Lamiaceae","Thymus","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus monspeliensis","Cistaceae","Cistus","ne",1
"Cistus monspeliensis","Cistaceae","Cistus","ne",1
"Cistus monspeliensis","Cistaceae","Cistus","ne",1
"Lathyrus filiformis","Fabaceae","Lathyrus","ne",1
"Marrubium incanum","Lamiaceae","Marrubium","ne",1
"Marrubium incanum","Lamiaceae","Marrubium","ne",1
"Marrubium incanum","Lamiaceae","Marrubium","ne",1
"Marrubium incanum","Lamiaceae","Marrubium","ne",1
"Cistus creticus","Cistaceae","Cistus","ne",1
"Cistus creticus","Cistaceae","Cistus","ne",1
"Spartium junceum","Fabaceae","Spartium","ne",1
"Spartium junceum","Fabaceae","Spartium","ne",1
"Coriaria myrtifolia","Coriariaceae","Coriaria","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Echium creticum","Boraginaceae","Echium","ne",1
"Stachys cretica","Lamiaceae","Stachys","ne",1
"Begonia grandis","Begoniaceae","Begonia","ne",1
"Cistus incanus","Cistaceae","Cistus","ne",1
"Cistus ×sintenisii","Cistaceae","Cistus","ne",1
"Cistus ×sintenisii","Cistaceae","Cistus","ne",1
"Teucrium flavum","Lamiaceae","Teucrium","ne",1
"Cistus creticus","Cistaceae","Cistus","ne",1
"Cistus creticus","Cistaceae","Cistus","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Cistus populifolius","Cistaceae","Cistus","ne",1
"Silene vulgaris","Caryophyllaceae","Silene","ne",1
"Kalanchoe streptantha","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe pubescens","Crassulaceae","Kalanchoe","ne",1
"Kalanchoe streptantha","Crassulaceae","Kalanchoe","ne",1
"Uncarina grandidieri","Pedaliaceae","Uncarina","ne",1
"Uncarina ihlenfeldtiana","Pedaliaceae","Uncarina","ne",1
"Aloe ibitiensis","Asphodelaceae","Aloe","ne",1
"NA NA",NA,NA,"ne",1
"Kalanchoe beharensis","Crassulaceae","Kalanchoe","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus symphytifolius","Cistaceae","Cistus","ne",1
"Linaria capraria","Plantaginaceae","Linaria","ne",1
"Salvia candelabrum","Lamiaceae","Salvia","ne",1
"Stipa gigantea","Poaceae","Stipa","ne",1
"Teucrium polium","Lamiaceae","Teucrium","ne",1
"Achillea ageratum","Asteraceae","Achillea","ne",1
"Cynoglossum creticum","Boraginaceae","Cynoglossum","ne",1
"Digitalis parviflora","Plantaginaceae","Digitalis","ne",1
"Stipa pulcherrima","Poaceae","Stipa","ne",1
"Rubia peregrina","Rubiaceae","Rubia","ne",1
"Rubia peregrina","Rubiaceae","Rubia","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus salviifolius","Cistaceae","Cistus","ne",1
"Cistus creticus","Cistaceae","Cistus","ne",1
"Cistus creticus","Cistaceae","Cistus","ne",1
"Teucrium dunense","Lamiaceae","Teucrium","ne",1
"Ampelodesmos mauritanicus","Poaceae","Ampelodesmos","ne",1
"Teucrium flavum","Lamiaceae","Teucrium","ne",1
"Teucrium flavum","Lamiaceae","Teucrium","ne",1
"Lomelosia cretica","Caprifoliaceae","Lomelosia","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Iris marsica","Iridaceae","Iris","ne",1
"Helianthemum violaceum","Cistaceae","Helianthemum","ne",1
"Lomelosia cretica","Caprifoliaceae","Lomelosia","ne",1
"Cistus munbyi","Cistaceae","Cistus","ne",1
"Ampelodesmos mauritanicus","Poaceae","Ampelodesmos","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Cistus laurifolius","Cistaceae","Cistus","ne",1
"Phlomis chrysophylla","Lamiaceae","Phlomis","ne",1
"Phlomis chrysophylla","Lamiaceae","Phlomis","ne",1
"Cistus ladanifer","Cistaceae","Cistus","ne",1
"Cistus ladanifer","Cistaceae","Cistus","ne",1
"Anthyllis barba-jovis","Fabaceae","Anthyllis","ne",1
"Glaucium flavum","Papaveraceae","Glaucium","ne",1
"Salvia valentina","Lamiaceae","Salvia","ne",1
"Stipa tenacissima","Poaceae","Stipa","ne",1
"Acorus calamus","Acoraceae","Acorus","ne",1
"Anemone narcissiflora","Ranunculaceae","Anemone","ne",1
"Angelica sylvestris","Apiaceae","Angelica","ne",1
"Athamanta cretensis","Apiaceae","Athamanta","ne",1
"Athamanta cretensis","Apiaceae","Athamanta","ne",1
"Cephalaria alpina","Caprifoliaceae","Cephalaria","ne",1
"Clematis alpina","Ranunculaceae","Clematis","ne",1
"Clematis alpina","Ranunculaceae","Clematis","ne",1
"Erinus alpinus","Plantaginaceae","Erinus","ne",1
"Erinus alpinus","Plantaginaceae","Erinus","ne",1
"Inula helenium","Asteraceae","Inula","ne",1
"Laserpitium latifolium","Apiaceae","Laserpitium","ne",1
"Phyteuma spicatum","Campanulaceae","Phyteuma","ne",1
"Potentilla erecta","Rosaceae","Potentilla","ne",1
"Symphytum officinale","Boraginaceae","Symphytum","ne",1
"Verbena officinalis","Verbenaceae","Verbena","ne",1
"Vincetoxicum hirundinaria","Apocynaceae","Vincetoxicum","ne",1
"Cistus laxus","Cistaceae","Cistus","ne",1
"Cistus crispus","Cistaceae","Cistus","ne",1
"Cistus crispus","Cistaceae","Cistus","ne",1
"Cistus crispus","Cistaceae","Cistus","ne",1
"Cistus parviflorus","Cistaceae","Cistus","ne",1
"Cistus ×purpureus","Cistaceae","Cistus","ne",1
"Cistus ×purpureus","Cistaceae","Cistus","ne",1
"Cistus ×purpureus","Cistaceae","Cistus","ne",1
"Cistus laurifolius","Cistaceae","Cistus","ne",1
"Lavandula dentata","Lamiaceae","Lavandula","ne",1
"Campanula incurva","Campanulaceae","Campanula","ne",1
"Campanula incurva","Campanulaceae","Campanula","ne",1
"Gaura lindheimeri","Onagraceae","Gaura","ne",1
"Carica papaya","Caricaceae","Carica","ne",1
"Passiflora suberosa","Passifloraceae","Passiflora","ne",1
"Passiflora coriacea","Passifloraceae","Passiflora","ne",1
"Annona muricata","Annonaceae","Annona","ne",1
"Passiflora helleri","Passifloraceae","Passiflora","ne",1
"Brunfelsia uniflora","Solanaceae","Brunfelsia","ne",1
"Dianella caerulea","Asphodelaceae","Dianella","ne",1
"Campanula poscharskyana","Campanulaceae","Campanula","ne",1
"Erysimum odoratum","Brassicaceae","Erysimum","ne",1
"Alyssum bertolonii","Brassicaceae","Alyssum","ne",1
"Achillea coarctata","Asteraceae","Achillea","ne",1
"Campanula medium","Campanulaceae","Campanula","ne",1
"Allium suaveolens","Amaryllidaceae","Allium","ne",1
"Psephellus dealbatus","Asteraceae","Psephellus","ne",1
"Santolina neapolitana","Asteraceae","Santolina","ne",1
"Eryngium serbicum","Apiaceae","Eryngium","ne",1
"Dianthus giganteus","Caryophyllaceae","Dianthus","ne",1
"Scolymus hispanicus","Asteraceae","Scolymus","ne",1
"Salvia austriaca","Lamiaceae","Salvia","ne",1
"Veronica gentianoides","Plantaginaceae","Veronica","ne",1
"Campanula pyramidalis","Campanulaceae","Campanula","ne",1
"Campanula pyramidalis","Campanulaceae","Campanula","ne",1
"Fosterella penduliflora","Bromeliaceae","Fosterella","ne",1
"Dianthus collinus","Caryophyllaceae","Dianthus","ne",1
"Dianthus collinus","Caryophyllaceae","Dianthus","ne",1
"Dianthus alpinus","Caryophyllaceae","Dianthus","ne",1
"Campanula sibirica","Campanulaceae","Campanula","ne",1
"Campanula sibirica","Campanulaceae","Campanula","ne",1
"Dianthus myrtinervius","Caryophyllaceae","Dianthus","ne",1
"Campanula grossekii","Campanulaceae","Campanula","ne",1
"Campanula grossekii","Campanulaceae","Campanula","ne",1
"Campanula raineri","Campanulaceae","Campanula","ne",1
"Gypsophila perfoliata","Caryophyllaceae","Gypsophila","ne",1
"Silene longicilia","Caryophyllaceae","Silene","ne",1
"Silene pendula","Caryophyllaceae","Silene","ne",1
"Viscaria vulgaris","Caryophyllaceae","Viscaria","ne",1
"Viscaria vulgaris","Caryophyllaceae","Viscaria","ne",1
"Bituminaria bituminosa","Fabaceae","Bituminaria","ne",1
"Phlomis italica","Lamiaceae","Phlomis","ne",1
"Phlomis italica","Lamiaceae","Phlomis","ne",1
"Teucrium massiliense","Lamiaceae","Teucrium","ne",1
"Paliurus spina-christi","Rhamnaceae","Paliurus","ne",1
"Momordica charantia","Cucurbitaceae","Momordica","ne",1
"Pitcairnia pulverulenta","Bromeliaceae","Pitcairnia","ne",1
"Pitcairnia paniculata","Bromeliaceae","Pitcairnia","ne",1
"Teucrium creticum","Lamiaceae","Teucrium","ne",1
"Cistus albidus","Cistaceae","Cistus","ne",1
"Cneorum tricoccon","Rutaceae","Cneorum","ne",1
"Lavandula latifolia","Lamiaceae","Lavandula","ne",1
"Lavandula latifolia","Lamiaceae","Lavandula","ne",1
"Lavandula angustifolia","Lamiaceae","Lavandula","ne",1
"Lavandula angustifolia","Lamiaceae","Lavandula","ne",1
"Catananche caerulea","Asteraceae","Catananche","ne",1
"Armeria ruscinonensis","Plumbaginaceae","Armeria","ne",1
"Lavandula angustifolia","Lamiaceae","Lavandula","ne",1
"Lavandula angustifolia","Lamiaceae","Lavandula","ne",1
"Horminum pyrenaicum","Lamiaceae","Horminum","ne",1
"Silene linicola","Caryophyllaceae","Silene","ne",1
"Papaver dubium","Papaveraceae","Papaver","ne",1
"Papaver glaucum","Papaveraceae","Papaver","ne",1
"Cucumis metuliferus","Cucurbitaceae","Cucumis","ne",1
"Salvia transsylvanica","Lamiaceae","Salvia","ne",1
"Salvia transsylvanica","Lamiaceae","Salvia","ne",1
"Silene zawadzkii","Caryophyllaceae","Silene","ne",1
"Alyssum moellendorfianum","Brassicaceae","Alyssum","ne",1
"Alyssum moellendorfianum","Brassicaceae","Alyssum","ne",1
"Dianthus caucaseus","Caryophyllaceae","Dianthus","ne",1
"Dianthus caucaseus","Caryophyllaceae","Dianthus","ne",1
"Alyssum wulfenianum","Brassicaceae","Alyssum","ne",1
"Alyssum wulfenianum","Brassicaceae","Alyssum","ne",1
"Alyssum wulfenianum","Brassicaceae","Alyssum","ne",1
"Amsonia orientalis","Apocynaceae","Amsonia","ne",1
"Aquilegia pyrenaica","Ranunculaceae","Aquilegia","ne",1
"Stipa ucrainica","Poaceae","Stipa","ne",1
"Edraianthus dalmaticus","Campanulaceae","Edraianthus","ne",1
"Edraianthus dalmaticus","Campanulaceae","Edraianthus","ne",1
"Nepeta melissifolia","Lamiaceae","Nepeta","ne",1
"Aquilegia atrata","Ranunculaceae","Aquilegia","ne",1
"Saponaria cypria","Caryophyllaceae","Saponaria","ne",1
"Antirrhinum braun-blanquetii","Plantaginaceae","Antirrhinum","ne",1
"Antirrhinum braun-blanquetii","Plantaginaceae","Antirrhinum","ne",1
"Eryngium giganteum","Apiaceae","Eryngium","ne",1
"Campanula lanata","Campanulaceae","Campanula","ne",1
"Dianthus fragrans","Caryophyllaceae","Dianthus","ne",1
"Marrubium peregrinum","Lamiaceae","Marrubium","ne",1
"Sesleria caerulea","Poaceae","Sesleria","ne",1
"Dryas octopetala","Rosaceae","Dryas","ne",1
"Helianthemum nummularium","Cistaceae","Helianthemum","ne",1
"Phyteuma orbiculare","Campanulaceae","Phyteuma","ne",1
"Briza media","Poaceae","Briza","ne",1
"Cirsium acaule","Asteraceae","Cirsium","ne",1
"Hieracium villosum","Asteraceae","Hieracium","ne",1
"Nardus stricta","Poaceae","Nardus","ne",1
"Carex sempervirens","Cyperaceae","Carex","ne",1
"Bupleurum longifolium","Apiaceae","Bupleurum","ne",1
"Scabiosa NA","Caprifoliaceae","Scabiosa","ne",1
"Carex flacca","Cyperaceae","Carex","ne",1
"Laserpitium siler","Apiaceae","Laserpitium","ne",1
"Crepis pyrenaica","Asteraceae","Crepis","ne",1
"Gentiana lutea","Gentianaceae","Gentiana","ne",1
"Centaurea montana","Asteraceae","Centaurea","ne",1
"Seseli libanotis","Apiaceae","Seseli","ne",1
"Androsace lactea","Primulaceae","Androsace","ne",1
"Androsace lactea","Primulaceae","Androsace","ne",1
"Euphorbia nereidum","Euphorbiaceae","Euphorbia","ne",1
"Astrantia major","Apiaceae","Astrantia","ne",1
"Astrantia major","Apiaceae","Astrantia","ne",1
"Campanula glomerata","Campanulaceae","Campanula","ne",1
"Thalictrum aquilegiifolium","Ranunculaceae","Thalictrum","ne",1
"Thalictrum minus","Ranunculaceae","Thalictrum","ne",1
"Seseli gracile","Apiaceae","Seseli","ne",1
"Seseli pallasii","Apiaceae","Seseli","ne",1
"Seseli pallasii","Apiaceae","Seseli","ne",1
"Seseli pallasii","Apiaceae","Seseli","ne",1
"Seseli osseum","Apiaceae","Seseli","ne",1
"Seseli osseum","Apiaceae","Seseli","ne",1
"Seseli osseum","Apiaceae","Seseli","ne",1
"Seseli osseum","Apiaceae","Seseli","ne",1
"Phlomis tuberosa","Lamiaceae","Phlomis","ne",1
"Phlomis tuberosa","Lamiaceae","Phlomis","ne",1
"Ferula communis","Apiaceae","Ferula","ne",1
"Sabal minor","Arecaceae","Sabal","ne",1
"Lavandula multifida","Lamiaceae","Lavandula","ne",1
"Dorycnium hirsutum","Fabaceae","Dorycnium","ne",1
"Dorycnium hirsutum","Fabaceae","Dorycnium","ne",1
"Dorycnium hirsutum","Fabaceae","Dorycnium","ne",1
"Chlorophytum macrophyllum","Asparagaceae","Chlorophytum","ne",1
"Aneilema aequinoctiale","Commelinaceae","Aneilema","ne",1
"Palisota barteri","Commelinaceae","Palisota","ne",1
"Tradescantia spathacea","Commelinaceae","Tradescantia","ne",1
"Begonia glabra","Begoniaceae","Begonia","ne",1
"Vincetoxicum pannonicum","Apocynaceae","Vincetoxicum","ne",1
"Eremogone procera","Caryophyllaceae","Eremogone","ne",1
"Sideritis glacialis","Lamiaceae","Sideritis","ne",1
"Sorbus danubialis","Rosaceae","Sorbus","ne",1
"Achillea nobilis","Asteraceae","Achillea","ne",1
"Achillea nobilis","Asteraceae","Achillea","ne",1
